nid,title,SGA_ACERVO_VIDEO,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor
1038,ATOS DOS HOMENS,1497,50,76,284,421,703,,,,,,,,,,,,,,,,,,
1039,"RUANDA, UMA REPUBLICA QUE ENLOUQUECEU,  1894-1994",1498,92,112,120,565,,,,,,,,,,,,,,,,,,,
1040,MUITA TERRA PARA POUCO ÍNDIO,1501,202,305,439,,,,,,,,,,,,,,,,,,,,
1041,MAUSS SEGUNDO SUAS ALUNAS,1502,6,347,,,,,,,,,,,,,,,,,,,,,
1042,JANELA DA ALMA,1503,36,305,393,,,,,,,,,,,,,,,,,,,,
1043,"HOMENS E OS DEUSES POR UMA TERRA SEM MALES, OS",1510,76,414,660,,,,,,,,,,,,,,,,,,,,
1044,MARIO DE ANDRADE E OS PRIMEIROS FILMES ETNOGRÁFICOS,1511,72,102,177,305,559,,,,,,,,,,,,,,,,,,
1045,MARIO DE ANDRADE E OS PRIMEIROS FILMES ETNOGRÁFICOS II,1512,72,102,177,415,427,674,,,,,,,,,,,,,,,,,
1046,MARANGMOTXÍNGMO MÏRANG. DAS CRIANÇAS IKPENG PARA O MUNDO,1513,58,655,,,,,,,,,,,,,,,,,,,,,
1047,SHOMÕTSI,1514,,,,,,,,,,,,,,,,,,,,,,,
1048,WAI'A RINI. O PODER DO SONHO,1515,239,305,463,,,,,,,,,,,,,,,,,,,,
1049,PRÊMIO ANACONDA 2002,1516,,,,,,,,,,,,,,,,,,,,,,,
1050,"MARIA LACERDA DE MOURA, TRAJETÓRIA DE UMA REBELDE",1517,172,175,200,305,,,,,,,,,,,,,,,,,,,
1051,PRELÚDIO,1518,62,178,428,,,,,,,,,,,,,,,,,,,,
1052,"MICROFONE, SENHORA",1519,48,160,177,284,427,,,,,,,,,,,,,,,,,,
1053,"FILMES DE MAN RAY, OS",1520,41,544,,,,,,,,,,,,,,,,,,,,,
1054,PRECONCEITO E RACISMO NA ESCOLA,1504,81,386,428,,,,,,,,,,,,,,,,,,,,
1055,HISTÓRIA DOS QUILOMBOS DOS ESTADO DO RIO DE JANEIRO,1505,43,76,87,187,270,421,,,,,,,,,,,,,,,,,
1056,FESTA DA MOÇA NO ENEPÜ,1506,241,324,586,,,,,,,,,,,,,,,,,,,,
1057,FOI ATRAVÉS DA NECESSIDADE- HISTÓRIA DO MOVIMENTO POR MORADIA DE OSASCO,1507,114,427,,,,,,,,,,,,,,,,,,,,,
1058,"ARTE DE AGRADAR, A",1508,196,239,530,580,,,,,,,,,,,,,,,,,,,
1059,UMAS VELHICES,1509,283,305,,,,,,,,,,,,,,,,,,,,,
1060,ARQUITETURA DA DESTRUIÇÃO,1521,,,,,,,,,,,,,,,,,,,,,,,
1061,"BERLIM, SINFONIA DA METRÓPOLE",1522,36,50,302,,,,,,,,,,,,,,,,,,,,
1062,CRONICAMENTE INVIÁVEL,1523,58,305,,,,,,,,,,,,,,,,,,,,,
1063,"LÍNGUA QUE ALGUÉM CHORA, A",1524,87,99,120,153,177,296,314,721,,,,,,,,,,,,,,,
1064,ASYLUM,1526,76,172,284,341,,,,,,,,,,,,,,,,,,,
1065,TRINTA E TRÊS,1527,101,397,714,,,,,,,,,,,,,,,,,,,,
1066,III SEMINÁRIO DE SUSTENTABILIDADE ECONÔMICA E AMBIENTAL DOS POVOS INDIGENAS DO OIAPOQUE,1528,,,,,,,,,,,,,,,,,,,,,,,
1067,PROGRAMA DE CAPACITAÇÃO MUSEOLÓGICA,1529,139,607,608,609,,,,,,,,,,,,,,,,,,,
1068,PASSAGENS URBANAS: MEMÓRIA E TRANSFORMAÇÃO DO ESPAÇO,1530,50,431,,,,,,,,,,,,,,,,,,,,,
1069,MORADA DAS ÁGUAS,1531,139,161,266,431,,,,,,,,,,,,,,,,,,,
1070,"FLORESTAN FERNANDES, O MESTRE",1532,55,427,,,,,,,,,,,,,,,,,,,,,
1071,"GLAUCES, ESTUDO DE UM ROSTO",1533,,,,,,,,,,,,,,,,,,,,,,,
1072,ROGER & EU,1534,49,314,,,,,,,,,,,,,,,,,,,,,
1073,TIROS EM COLUMBINE,1535,284,314,569,,,,,,,,,,,,,,,,,,,,
1074,"TRIUNFO DA VONTADE, O",1536,185,302,,,,,,,,,,,,,,,,,,,,,
1075,ILUMINURAS,1537,6,50,423,,,,,,,,,,,,,,,,,,,,
1076,"BARCO DOS SONHOS, O",1538,50,153,431,,,,,,,,,,,,,,,,,,,,
1077,EM CANTOS DA PRAÇA,1539,50,431,558,,,,,,,,,,,,,,,,,,,,
1078,ASAS DO DESEJO,1540,38,302,,,,,,,,,,,,,,,,,,,,,
1079,BOCA DE OURO,1541,38,598,,,,,,,,,,,,,,,,,,,,,
1080,"DAMA DO CINE SHANGAI, A",1542,38,428,,,,,,,,,,,,,,,,,,,,,
1081,"NOITE AMERICANA, A",1543,38,347,,,,,,,,,,,,,,,,,,,,,
1082,CINEMA E ANTROPOLOGIA N.1:  OS SEGREDOS DA MATA,1544,36,161,323,486,,,,,,,,,,,,,,,,,,,
1083,CINEMA E ANTROPOLOGIA -2: A ARCA DO ZO'E,1545,94,120,305,313,469,486,,,,,,,,,,,,,,,,,
1084,"VELHOS NA PROPAGANDA, OS - CINEMA E ANTROPOLOGIA - 3",1546,159,217,283,305,,,,,,,,,,,,,,,,,,,
1085," CINEMA E ANTROPOLOGIA - 4:JEAN ROUCH, SUBVERTENDO FRONTEIRAS -",1547,36,296,320,395,427,543,,,,,,,,,,,,,,,,,
1086,CINEMA E ANTROPOLOGIA - 9: O ARCO E A LIRA,1548,4,179,424,472,,,,,,,,,,,,,,,,,,,
1087,"CINEMA E ANTROPOLOGIA - 13: RESTO É O DIA A DIA, O/ MICROFONE, SENHORA",1549,48,50,160,177,271,284,428,,,,,,,,,,,,,,,,
1088,CINEMA E ANTROPOLOGIA - 14: PONTEIO,1550,107,179,272,415,427,480,,,,,,,,,,,,,,,,,
1089,"CINEMA E ANTROPOLOGIA - 17: MARIA LACERDA, TRAJETÓRIA DE UMA REBELDE",1551,172,175,200,305,,,,,,,,,,,,,,,,,,,
1090,BEBELA E A REVOLUÇÃO GAÚCHA DE 1923 - CINEMA E ANTROPOLOGIA - 21,1552,172,200,423,434,,,,,,,,,,,,,,,,,,,
1091,REGRESSO À TERRA,1553,43,120,168,630,,,,,,,,,,,,,,,,,,,
1092,SENHORA APARECIDA,1554,221,239,630,,,,,,,,,,,,,,,,,,,,
1093,SWAGATAM (BEM VINDOS),1555,226,239,240,630,,,,,,,,,,,,,,,,,,,
1094,MAIS ALMA,1556,72,268,722,,,,,,,,,,,,,,,,,,,,
1095,"SEDA É UM MISTÉRIO, A",1557,270,630,,,,,,,,,,,,,,,,,,,,,
1096,"ARQUITETO E A CIDADE VELHA, O",1558,25,559,722,,,,,,,,,,,,,,,,,,,,
1097,EDIFICIO MASTER,1559,58,598,,,,,,,,,,,,,,,,,,,,,
1098,NELSON FREIRE,1560,177,305,308,329,544,,,,,,,,,,,,,,,,,,
1099,ANA CRISTINA CESAR,1561,41,136,598,,,,,,,,,,,,,,,,,,,,
1100,ONDE A TERRA ACABA,1562,36,305,,,,,,,,,,,,,,,,,,,,,
1101,FALA TU,1563,48,177,421,,,,,,,,,,,,,,,,,,,,
1102,MATA ATLÂNTICA,1565,139,305,,,,,,,,,,,,,,,,,,,,,
1103,MATA ATLÂNTICA,1564,139,305,,,,,,,,,,,,,,,,,,,,,
1104,MORADA,1566,114,160,428,,,,,,,,,,,,,,,,,,,,
1105,PLANTAS MEDICINAIS,1567,98,239,723,,,,,,,,,,,,,,,,,,,,
1106,AMAZONIA PLURAL,1568,313,723,,,,,,,,,,,,,,,,,,,,,
1107,TAKIWASI,1569,249,677,723,,,,,,,,,,,,,,,,,,,,
1108,"ESPIRITO DA AYAHUASCA, O",1570,239,248,313,723,,,,,,,,,,,,,,,,,,,
1109,NOS RIOS DO TAPAJÓS,1571,,,,,,,,,,,,,,,,,,,,,,,
1110,NAPËPË,1572,91,305,441,454,615,,,,,,,,,,,,,,,,,,
1111,FILME PARTIDO,1573,81,428,662,667,,,,,,,,,,,,,,,,,,,
1112,TABU,1574,239,724,,,,,,,,,,,,,,,,,,,,,
1113,"INVASÕES BÁRBARAS, AS",1575,38,620,725,,,,,,,,,,,,,,,,,,,,
1114,NOS BRAÇOS DE ESTRANHOS,1576,185,302,375,,,,,,,,,,,,,,,,,,,,
1115,"2001, UMA ODISSÉIA NO ESPAÇO",1577,686,,,,,,,,,,,,,,,,,,,,,,
1116,"LIVRO DE CABECEIRA, O",1578,38,331,392,,,,,,,,,,,,,,,,,,,,
1117,PANKARARU DE BREJO DOS PADRES,1579,,,,,,,,,,,,,,,,,,,,,,,
1118,POVOS DE SÃO PAULO,1580,,,,,,,,,,,,,,,,,,,,,,,
1119,"IGREJA SE FAZ CARNE E ARMA SUA TENDA NA AMAZÔNIA, A",1581,221,232,313,,,,,,,,,,,,,,,,,,,,
1120,MISSÃO ALÉM FRONTEIRAS,1582,232,305,,,,,,,,,,,,,,,,,,,,,
1121,"JORNADA, DE ABRAÃO. SOB O SIGNO DA TOLERÂNCIA",1583,177,221,223,,,,,,,,,,,,,,,,,,,,
1122,INSIGHTS. MUSEUMS. VISITORS. ATTITUDES. EXPECTATIONS - A FOCUS GROUP EXPERIMENT,1584,176,314,451,,,,,,,,,,,,,,,,,,,,
1123,ABORTO LEGAL. IMPLICAÇÕES ÉTICAS E RELIGIOSAS,1585,172,221,284,305,334,,,,,,,,,,,,,,,,,,
1124,RELIGIÃO E VIOLÊNCIA CONTRA AS MULHERES,1586,172,221,284,305,,,,,,,,,,,,,,,,,,,
1125,"CAMINHOS DA COMUNIDADE,. MAR, TERRA E TRABALHO NA BARRA DA LAGOA",1587,266,270,426,,,,,,,,,,,,,,,,,,,,
1126,HOMENS DE MAR E TERRA,1588,266,270,426,,,,,,,,,,,,,,,,,,,,
1127,"IGUALDADE É BRANCA, A",1589,38,347,,,,,,,,,,,,,,,,,,,,,
1128,ENTREATOS,1590,213,305,,,,,,,,,,,,,,,,,,,,,
1129,"FRATERNIDADE É VERMELHA, A",1591,38,347,,,,,,,,,,,,,,,,,,,,,
1130,VAIDADE,1592,56,313,580,172,,,,,,,,,,,,,,,,,,,
1131,"DESCIDA, A",1593,347,686,,,,,,,,,,,,,,,,,,,,,
1132,SEM SOL,1594,36,153,331,722,726,,,,,,,,,,,,,,,,,,
1133,"MESTRES LOUCOS, OS",1595,54,239,296,341,,,,,,,,,,,,,,,,,,,
1134,ESPÍRITO DA ÁGUA,1596,161,239,341,,,,,,,,,,,,,,,,,,,,
1135,"TAMBORES DE ANTES, OS: TOUROU E BITTI",1597,177,239,719,,,,,,,,,,,,,,,,,,,,
1136,"LEÃO CHAMADO CHAMADO, UM",1598,296,,,,,,,,,,,,,,,,,,,,,,
1137,POUCO A POUCO,1599,38,320,,,,,,,,,,,,,,,,,,,,,
1138,"PIRÂMIDE HUMANA, A",1600,,,,,,,,,,,,,,,,,,,,,,,
1139,JEAN ROUCH CONVERSA COM PIERRE-ANDRÉ BOUTANG,1601,6,36,347,190,,,,,,,,,,,,,,,,,,,
1140,SOBRE JEAN ROUCH. UMA CONVERSA DE BERNARD SURUGUE E PATRICK LEBOUTTE,1602,6,36,296,190,,,,,,,,,,,,,,,,,,,
1141,"DUPLO DE ONTÉM ENCONTROU O AMANHÃ, O",1603,36,296,347,190,,,,,,,,,,,,,,,,,,,
1142,"VIUVAS DE 15 ANOS, AS",1604,320,48,,,,,,,,,,,,,,,,,,,,,
1143,GATOS EMPOLEIRADOS,1605,200,320,544,,,,,,,,,,,,,,,,,,,,
1144,"FELICIDADE,A",1606,38,629,,,,,,,,,,,,,,,,,,,,,
1145,"TUMBA DE ALEXANDRE, A",1607,36,629,,,,,,,,,,,,,,,,,,,,,
1146,SALVE JONGO,1608,,,,,,,,,,,,,,,,,,,,,,,
1147,JOVENS NO CENTRO,1611,48,58,120,421,,,,,,,,,,,,,,,,,,,
1148,NÓS QUE AQUI ESTAMOS POR VÓS ESPERAMOS,1609,118,,,,,,,,,,,,,,,,,,,,,,
1149,PEÕES,1610,258,270,273,427,,,,,,,,,,,,,,,,,,,
1150,"OFERENDA DE SABIÁ, A",1612,36,114,320,,,,,,,,,,,,,,,,,,,,
1151,TEMPO DE SEM-VOZ,1613,114,270,320,,,,,,,,,,,,,,,,,,,,
1152,TERRAS DE QUILOMBO. UMA DÍVIDA HISTÓRICA,1614,120,187,412,,,,,,,,,,,,,,,,,,,,
1153,HIGIENOPOLIS,1615,50,114,428,,,,,,,,,,,,,,,,,,,,
1154,SUPER SIZE ME. A DIETA DO PALHAÇO,1616,1,58,314,,,,,,,,,,,,,,,,,,,,
1155,FUZIS DE MADEIRA,1617,113,284,311,,,,,,,,,,,,,,,,,,,,
1156,POLIMORFO 2005,1618,36,38,311,,,,,,,,,,,,,,,,,,,,
1157,CAMBOJA. VIVENDO COM MINAS DE BOMBA,1619,76,112,248,727,,,,,,,,,,,,,,,,,,,
1158,FILME ETNOGRÁFICO E ANTROPOLOGIA VISUAL - JEAN ROUCH,1620,6,36,,,,,,,,,,,,,,,,,,,,,
1159,CANOA VELOZ,1621,261,266,332,,,,,,,,,,,,,,,,,,,,
1160,ONIBUS 174,1622,48,62,160,284,598,,,,,,,,,,,,,,,,,,
1161,MUSICA DA TERRA - MUSICA TRADICIONAL DAS TERRAS ALTAS DE CHIAPAS,1623,76,120,177,525,,,,,,,,,,,,,,,,,,,
1162,NOS SOMOS IGUAIS. MULHERES ZAPATISTAS FALAM,1624,76,172,525,,,,,,,,,,,,,,,,,,,,
1163,LÉVI-STRAUSS: SAUDADES DO BRASIL,1625,,,,,,,,,,,,,,,,,,,,,,,
1164,"ENIGMA DE KASPAR HAUSER, O",1626,38,81,302,,,,,,,,,,,,,,,,,,,,
1165,PORTO DA MINHA INFÂNCIA,1627,50,153,630,,,,,,,,,,,,,,,,,,,,
1166,SER E ESTAR,1628,62,81,347,,,,,,,,,,,,,,,,,,,,
1167,NICK'S MOUVIE. UM ATO DE AMOR,1629,36,166,314,,,,,,,,,,,,,,,,,,,,
1168,"SEPARAÇÃO, A",1630,50,76,428,,,,,,,,,,,,,,,,,,,,
1169,CONGADA DE NOSSA SENHORA ROSARIO,1631,102,228,239,415,,,,,,,,,,,,,,,,,,,
1170,HA MUITO TEMPO NAO LHE VEJO,1632,62,270,728,,,,,,,,,,,,,,,,,,,,
1171,TERRA SONHADA,1633,43,45,270,,,,,,,,,,,,,,,,,,,,
1172,PRATICA E MAESTRIA,1634,31,177,181,657,,,,,,,,,,,,,,,,,,,
1173,RITOS DA MAIORIDADE,1635,48,81,427,,,,,,,,,,,,,,,,,,,,
1174,VIVER COM REBANHOS,1636,43,94,550,,,,,,,,,,,,,,,,,,,,
1175,TEMPUS DE BARISTAS - TEMPO DE BARMEN,1637,43,272,657,,,,,,,,,,,,,,,,,,,,
1176,ENTREVISTA COM SHIKHAR SINGH,1638,62,81,358,,,,,,,,,,,,,,,,,,,,
1177,CRIMES DE HONRA - PARTE 1,1639,284,286,305,427,,,,,,,,,,,,,,,,,,,
1178,CRIMES DE HONRA - PARTE 2,1640,284,286,305,427,,,,,,,,,,,,,,,,,,,
1179,CRIMES DE HONRA - PARTE 3,1641,,,,,,,,,,,,,,,,,,,,,,,
1180,LICOES DE ROUCH,1642,36,320,669,,,,,,,,,,,,,,,,,,,,
1181,FORMAÇÃO DO CARATER NAS DIFERENTES CULTURAS,1645,62,72,528,564,710,136,50,428,,,,,,,,,,,,,,,
1182,NO ACAMPAMENTO DE INVERNO,1644,58,620,671,,,,,,,,,,,,,,,,,,,,
1183,NO ACAPAMPAMENTO DE INVERNO,1646,51,58,620,671,,,,,,,,,,,,,,,,,,,
1184,"LEGADO DE ANTONIO LORENZANO,O",1643,94,285,515,701,,,,,,,,,,,,,,,,,,,
1185,CRÔNICAS DE DOON SCHOOL,1647,48,53,77,81,358,,,,,,,,,,,,,,,,,,
1186,CORAÇÕES MATINAIS,1648,48,53,77,81,358,,,,,,,,,,,,,,,,,,
1187,KARAM EM JAIPUR,1649,48,53,77,81,358,,,,,,,,,,,,,,,,,,
1188,OS MENINOS NOVOS,1650,48,53,77,81,358,,,,,,,,,,,,,,,,,,
1189,A IDADE DA RAZÃO,1651,48,53,77,81,358,,,,,,,,,,,,,,,,,,
1190,LEMBRANÇAS DO FUTURO,1652,25,51,164,176,,,,,,,,,,,,,,,,,,,
1191,BOIS-BUMBÁS DE MANAUS:BRINQUEDO DE SÃO JOÃO,1653,67,72,102,177,324,555,,,,,,,,,,,,,,,,,
1192,A HISTÓRIA NOSSA,1654,6,31,33,172,415,,,,,,,,,,,,,,,,,,
1193,SEXO E CLAUSTRO,1655,172,220,221,257,525,,,,,,,,,,,,,,,,,,
1194,DE FRENTE COM A REALIDADE,1656,6,48,51,81,415,,,,,,,,,,,,,,,,,,
1195,BRILHO DA NOITE,1657,62,102,178,428,,,,,,,,,,,,,,,,,,,
1196,O VÉU DESVELADO,1658,69,120,126,172,450,,,,,,,,,,,,,,,,,,
1197,VÍRUS DA MÚSICA,1659,77,177,178,428,,,,,,,,,,,,,,,,,,,
1198,RITUAL DA VIDA,1660,120,242,413,471,,,,,,,,,,,,,,,,,,,
1199,CLUBE DA LUTA,1661,38,77,314,449,,,,,,,,,,,,,,,,,,,
1200,LARANJA MECÂNICA,1662,48,77,284,686,,,,,,,,,,,,,,,,,,,
1201,TAXI DRIVER,1663,38,314,,,,,,,,,,,,,,,,,,,,,
1202,THE INTERNET BRIDE,1664,4,77,157,210,240,311,,,,,,,,,,,,,,,,,
1203,EL TERREMOTO Y EL SEÑOR,1665,221,239,577,677,,,,,,,,,,,,,,,,,,,
1204,WAUJA - A DANÇA DAS GRANDES MÁSCARAS AMAZÔNICAS,1666,94,239,347,491,720,749,,,,,,,,,,,,,,,,,
1205,CIRCO DE TEATRO TUBINHO,1667,268,427,544,,,,,,,,,,,,,,,,,,,,
1206,ALLAHU AKBAR - DEUS É O MAIOR,1668,1,77,223,428,,,,,,,,,,,,,,,,,,,
1207,ONDAS NO CORPO - BRINCAR DOS VENTOS,1669,56,69,72,103,254,331,,,,,,,,,,,,,,,,,
1208,YOU TUBE: UM CLICK NO FUTURO,1670,36,157,164,668,,,,,,,,,,,,,,,,,,,
1209,AL DEBATE- TV ASSEMBLÉIA,1671,48,77,81,129,177,,,,,,,,,,,,,,,,,,
1210,PULSO - UM VÍDEO COM ALESSANDRA,1672,36,177,178,427,,,,,,,,,,,,,,,,,,,
1211,"CRUCES VIVAS, CRUCES PROTECTORAS",1673,77,102,221,555,677,,,,,,,,,,,,,,,,,,
1212,500 ALMAS,1674,79,122,153,411,,,,,,,,,,,,,,,,,,,
1213,PRAZER COM SAGRADO,1675,72,106,177,221,412,,,,,,,,,,,,,,,,,,
1214,MOC KA DO - PERFORMANCE FU GAKU,1676,56,69,72,553,,,,,,,,,,,,,,,,,,,
1215,AS CUIAS E SEUS MÚLTIPLOS CAMINHOS E SIGNIFICADOS,1677,31,66,70,326,439,,,,,,,,,,,,,,,,,,
1216,IRAQUE ALÉM DO EIXO DO MAL,1678,112,209,314,340,,,,,,,,,,,,,,,,,,,
1217,SADAN HUSSEIN,1679,112,209,340,,,,,,,,,,,,,,,,,,,,
1218,MÉRITO DAS COTAS,1680,81,186,255,305,384,,,,,,,,,,,,,,,,,,
1219,AGONIA DO EMBARGO,1681,80,112,143,160,450,,,,,,,,,,,,,,,,,,
1220,OS MINUANOS- O RESGATE DAS ÍNDIAS SAGRADAS,1683,54,93,117,172,285,423,,,,,,,,,,,,,,,,,
1221,EM (SI) MESMA,1684,109,220,248,427,,,,,,,,,,,,,,,,,,,
1222,TALES FROM THE JUNGLE: BRONISLAW MALINOWSKI,1685,6,190,260,296,601,,,,,,,,,,,,,,,,,,
1223,BAILARINAS,1686,58,72,101,419,,,,,,,,,,,,,,,,,,,
1224,SACRIFÍCIO,1687,77,102,223,427,,,,,,,,,,,,,,,,,,,
1225,SELF DEFENSE,1688,101,113,449,577,677,,,,,,,,,,,,,,,,,,
1226,CAMINHO DA MEMÓRIA,1689,,,,,,,,,,,,,,,,,,,,,,,
1227,OLGA BENARIO - UMA VIDA PELA REVOLUÇÃO,1690,185,213,302,305,,,,,,,,,,,,,,,,,,,
1228,KILL BILL: VOLUME I - O SOM VIBRANTE DA VINGANÇA,1691,38,69,284,314,,,,,,,,,,,,,,,,,,,
1229,KILL BILL: VOLUME II - O VINGANÇA CONTINUA,1692,38,69,173,284,314,,,,,,,,,,,,,,,,,,
1230,O TIGRE E O DRAGÃO,1693,4,18,69,310,,,,,,,,,,,,,,,,,,,
1231,O CLÃ DAS ADAGAS VOADORAS,1694,4,38,45,69,310,,,,,,,,,,,,,,,,,,
1232,MONSTER - DESEJO ASSASSINO,1695,166,284,314,389,390,778,,,,,,,,,,,,,,,,,
1233,DO SÃO FRANCISCO AO PINHEIROS,1703,50,76,120,419,427,439,456,,,,,,,,,,,,,,,,
1234,BRASIL +500 - MOSTRA DO REDESCOBRIMENTO VOLUME I,1696,22,37,92,117,489,544,,,,,,,,,,,,,,,,,
1235,BRASIL +500 - MOSTRA DO REDESCOBRIMENTO VOLUME II,1697,26,67,93,109,117,163,,,,,,,,,,,,,,,,,
1236,BRASIL +500 - MOSTRA DO REDESCOBRIMENTO VOLUME III,1698,26,117,220,408,713,,,,,,,,,,,,,,,,,,
1237,I CONFERÊNCIA INTERNACIONAL DOS ESTUDOS DA HOASCA - FITA 4,1699,56,305,598,723,,,,,,,,,,,,,,,,,,,
1238,I CONFERÊNCIA INTERNACIONAL DOS ESTUDOS DA HOASCA - FITA 8,1700,56,305,723,,,,,,,,,,,,,,,,,,,,
1239,I CONFERÊNCIA INTERNACIONAL DOS ESTUDOS DA HOASCA - FITA 22,1701,723,,,,,,,,,,,,,,,,,,,,,,
1240,VOZES DO ISLÃ,1704,77,223,427,,,,,,,,,,,,,,,,,,,,
1241,PASSADO PRESENTE,1702,94,169,366,658,,,,,,,,,,,,,,,,,,,
1242,NANOUK L'ESQUIMAU,1705,58,620,622,671,,,,,,,,,,,,,,,,,,,
1243,HOMEM DE ARAN,1706,261,266,676,,,,,,,,,,,,,,,,,,,,
1244,"TERRA A,/ HISTÓRIA LOUSIANIA",1713,,,,,,,,,,,,,,,,,,,,,,,
1245,CENAS DE RESISTÊNCIA,1714,,,,,,,,,,,,,,,,,,,,,,,
1246,COCORICÓ! SENHOR FRANGO,1707,296,336,400,485,280,,,,,,,,,,,,,,,,,,
1247,PASSING THROUGH,1708,51,58,280,428,,,,,,,,,,,,,,,,,,,
1248,"TERRA AO SONHO DE ROSE, DA",1709,37,46,47,262,423,,,,,,,,,,,,,,,,,,
1249,LARA CROFT: TOMB RAIDER,1710,23,38,172,284,314,,,,,,,,,,,,,,,,,,
1250,LARA CROFT: TOMB RAIDER - A ORIGEM DA VIDA,1711,21,38,172,284,314,,,,,,,,,,,,,,,,,,
1251,THELMA & LOUISE,1712,38,172,284,314,336,569,,,,,,,,,,,,,,,,,
1252,MEMÓRIAS DO SUBDESENVOLVIMENTO,1715,58,434,583,,,,,,,,,,,,,,,,,,,,
1253,PRIMÁRIAS.  KENNEDY E A CAMPANHA PRESIDENCIAL DE 1960,1716,36,37,200,314,,,,,,,,,,,,,,,,,,,
1254,BANG BANG,1717,38,58,284,305,,,,,,,,,,,,,,,,,,,
1255,CONVERSAS NO MARANHÃO,1718,412,,,,,,,,,,,,,,,,,,,,,,
1256,"UMA CANTA, A OUTRA NÃO",1726,38,58,77,101,172,347,,,,,,,,,,,,,,,,,
1257,LA POINTE COURTE,1720,4,38,240,336,347,569,,,,,,,,,,,,,,,,,
1258,CLÉO DE 5 ÀS 7,1721,38,172,248,336,347,657,,,,,,,,,,,,,,,,,
1259,AS DUAS FACES DA FELICIDADE,1722,4,38,91,101,240,347,,,,,,,,,,,,,,,,,
1260,PÁGINAS ÍNTIMAS,1723,4,38,58,137,347,569,,,,,,,,,,,,,,,,,
1261,PANTERAS NEGRAS,1719,186,255,314,386,569,703,725,,,,,,,,,,,,,,,,
1262,MUROS E MURMÚRIOS,1724,37,50,58,171,314,706,,,,,,,,,,,,,,,,,
1263,AMOR DE LEÕES,1725,36,48,58,314,569,,,,,,,,,,,,,,,,,,
1264,DAGUERREÓTIPOS,1727,37,50,58,77,347,,,,,,,,,,,,,,,,,,
1265,A ÓPERA-MOUFFE,1728,37,50,58,173,347,,,,,,,,,,,,,,,,,,
1266,O LEÃO VOLÁTIL,1729,347,,,,,,,,,,,,,,,,,,,,,,
1267,"SEM TETO, NEM LEI",1730,38,172,336,347,,,,,,,,,,,,,,,,,,,
1268,JANE B. POR AGNÈS V.,1731,37,172,190,347,,,,,,,,,,,,,,,,,,,
1269,O MESTRE DO KUNG-FU,1732,4,38,48,173,347,,,,,,,,,,,,,,,,,,
1270,"AS ""GAROTAS ROMÂNTICAS"" FIZERAM 25 ANOS",1733,37,50,102,153,172,347,,,,,,,,,,,,,,,,,
1271,O UNIVERSO DE JACQUES DEMY,1734,4,37,190,347,,,,,,,,,,,,,,,,,,,
1272,AS 101 NOITES,1735,36,38,153,347,,,,,,,,,,,,,,,,,,,
1273,OS CATADORES E EU,1736,37,58,77,160,271,347,,,,,,,,,,,,,,,,,
1274,DOIS ANOS DEPOIS,1737,37,153,160,271,347,,,,,,,,,,,,,,,,,,
1275,MENSAGEM VARDA,1738,36,305,347,393,,,,,,,,,,,,,,,,,,,
1276,DO LADO DA RIVIERA,1739,37,129,281,336,347,,,,,,,,,,,,,,,,,,
1277,TIO YANCO,1740,37,101,153,314,347,369,,,,,,,,,,,,,,,,,
1278,RESPOSTA DE MULHERES,1741,37,56,172,175,257,347,,,,,,,,,,,,,,,,,
1279,AMOR E PRAZER NO IRÃ,1742,4,25,347,353,,,,,,,,,,,,,,,,,,,
1280,"7 CÔMODOS, COZ., BANH... IMPERDÍVEL!",1743,38,114,153,347,656,,,,,,,,,,,,,,,,,,
1281,"VOCÊ TEM BELAS ESCADARIAS, SABIA?",1744,393,,,,,,,,,,,,,,,,,,,,,,
1282,"FIM E O PRINCIPIO, O",1745,58,272,417,,,,,,,,,,,,,,,,,,,,
1283,RAÍZES DO BRASIL - UMA CINEBIOGRAFIA DE SÉRGIO BUARQUE DE HOLANDA,1746,37,101,116,260,305,601,,,,,,,,,,,,,,,,,
1284,JUSTIÇA,1747,,,,,,,,,,,,,,,,,,,,,,,
1285,TRANSFICÇÃO,1748,257,384,427,,,,,,,,,,,,,,,,,,,,
1286,NAWI,1749,171,265,548,550,,,,,,,,,,,,,,,,,,,
1287,EMBAIXO DA ÁRVORE DOS HOMENS,1750,129,265,272,550,,,,,,,,,,,,,,,,,,,
1288,VIVENDO A CHICHA,1751,177,677,317,,,,,,,,,,,,,,,,,,,,
1289,TEMPO DE VALSA,1752,239,525,72,,,,,,,,,,,,,,,,,,,,
1290,SANIDADE TEMPORÁRIA: A HISTÓRIA DE SKERRIT BWOY,1753,72,177,652,775,,,,,,,,,,,,,,,,,,,
1291,MENSAGEM DE UM SANTO,1754,221,239,328,,,,,,,,,,,,,,,,,,,,
1292,"TRADIÇÃO QUE PERDURA, UMA. AMOR AOS MORTOS EM TLÁHUAC",1755,221,229,242,525,,,,,,,,,,,,,,,,,,,
1293,"PAIXÃO REVISTA,UMA. A SEMANA SANTA EM SAHAGÚN",1756,221,229,239,312,,,,,,,,,,,,,,,,,,,
1294,LUIZ ZERMEÑO: UM ATOR DANÇARINO,1757,72,268,525,,,,,,,,,,,,,,,,,,,,
