especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Hacienda. Aduana: Cobrança de alcabalas.,650,15,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1794-1795 e 1797,1,10,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno - Hacienda. Legajo nº 74. Expedientes nº 1954 a 1989. Assunto: Expediente nº 1983. Aduana: expediente feito pela Superintendência Real sobre o direito de alcabala, para informar à Administração Real. 13 folhas. Vice-Rei Nicolas Arredondo.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Hacienda. Aduana: Cobrança de alcabalas.,650,15,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796,1,10,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno - Hacienda. Legajo nº 80. Expedientes nº 2077 a 2107. Assunto: Expediente nº 2098. Consulta do alcaide sobre alcabalas cobradas pela Real Aduana em solo pobre (pregão da Casa que foi de Juan Manuel Salinas).,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Hacienda. Aduana: Cobrança de alcabalas.,650,15,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1802,1,10,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno - Hacienda. Legajo nº 105. Expedientes nº 2714 a 2751. Assunto: Expediente nº 2748. Expediente sobre alcabalas: pagamento e hipoteca. Isenção do Real Direito de Alcabalas nos ""censos y prestamos de dinero à creditos"". 18 folhas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Hacienda. Aduana: Cobrança de alcabalas.,650,15,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,"1788, 1792-1794",1,10,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno Expedientes. Consulado de Buenos Aires. Legajo nº 1.  Assunto: Expediente nº 13. ""Sobre arreglo de alcavalas de los dueños y tenedores de tienda correpondientes a los años de 89, 90, 91 y 92 y fueron nombrados para este efecto D. José Romero del Villar e D. Roque de Bunngonni. 25 folhas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Hacienda. Aduana: Cobrança de alcabalas.,650,15,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1793-1794,1,10,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno Expedientes. Consulado de Buenos Aires. Legajo nº 1.  Assunto: Expediente nº 25. Contém 5 documentos sobre: Junta de Comércio oferecendo 100 mil pesos; ofício dirigido à J. C.; ofício aprovado pela J. C.; ofício à Junta Superior; ofício da J. S. contestando.,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Hacienda. Aduana: Cobrança de alcabalas.,650,15,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795-1796,1,10,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno Expedientes. Consulado de Buenos Aires. Legajo nº 2.  Assunto: Expediente nº 14. Expediente sobre ajuste da alcabala de revenda. 30 folhas.,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Hacienda. Aduana: Cobrança de alcabalas.,650,15,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1795-1796,1,10,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno Expedientes. Consulado de Buenos Aires. Legajo nº 2.  Assunto: Expediente nº 19. Expediente feito por D. Roman Ramon Diaz e D. José de la Hoyuela sobre a regulamentação de Alcabalas correspondentes aos anos passados de 1793 a 1794. 22 folhas.,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Hacienda. Aduana: Cobrança de alcabalas.,650,15,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1791-1792,1,10,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Vila de São Felipe de Austria de Oruro - Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior. . Legajo nº 31.  Assunto: Expediente nº 17. Expediente sobre vacância do emprego de oficial subalterno do ramo de alcabalas (Casa Real de Oruro), dirigido ao subdelegado e Ministro da Real Fazenda. 70 folhas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Hacienda. Aduana: Cobrança de alcabalas.,650,15,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1803,1,10,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Oruro - Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior. . Legajo nº 54.  Assunto: Expediente nº 1137. Causa criminal (julgado de Oruro), devido à quebra e falta de fundos na caixa. Diligência: autos desde a visita dos subdelegados até a conclusão do processo. Tribunal de Contas de LIma. 252 folhas incompletas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1803,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Oruro ,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior. . Legajo nº 54.  Assunto: Expediente nº 1137. Continuação do rolo 10. Causa criminal (julgado de Oruro), devido à quebra e falta de fundos na caixa. Diligência: autos desde a visita dos subdelegados até a conclusão do processo. Tribunal de Contas de LIma. Folhas 253 a 316.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1808,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Cochabamba,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior . Legajo nº 63.  Assunto: Expediente nº 1250. Devolução de expediente enviado pela Junta da Real Fazenda sobre a arrecadação dos devedores de ""yungay"" de alcabala.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1808,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior . Legajo nº 63.  Assunto: Expediente nº 1250. Informe pedido ao Tribunal de Contas.,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1799,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Santa Cruz de la Sierra,Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior . Legajo nº 18.  Assunto: Expediente nº 10. Testemunho do despacho sobre débitos de alcabalas à Real Caixa. 11 folhas.,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1804-1809,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,La Paz - Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior . Legajo nº 64.  Assunto: Expediente nº 4. Expediente contra D. Faustino Gomes, por falta de pesos na caixa de alcabala (Julgado de visita). 18 folhas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1805,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Oruro - La Paz,Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior . Legajo nº 58.  Assunto: Expediente sobre os Direitos Reais de Alcabala de propriedades produtoras de coca. 60 folhas.,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1808,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Oruro - Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior . Legajo nº 63.  Assunto: Devolução do comunicado enviado pela Junta Real da Fazenda sobre arrecadação dos direitos de ""yunga"", com informe pedido ao Tribunal de Contas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1794-1795,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Oruro,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Interior . Legajo nº 123.  Assunto: Ordem superior do Exmo. S. Vice-Rei destas províncias mandando extinguir a Recepptoria de Alcabala da Vila de Oruro no ano de 1799, nomeando um oficial sublaterno.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1738-1740,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno.Tribunales . Legajo nº 2 (B).  Assunto: Administração de alcabalas. Demanda proposta por D. Gaspar de Bustamante, administrador do Real Direito, contra Diego Dias, por direitos de alcabalas. 20 folhas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1737-1739,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno.Tribunales . Legajo nº 5.  Assunto: Autos do administrador do Real Direito de Alcabalas contra o capitão de mar e guerra, sobre a venda de couros em Montevidéu. 79 folhas. A continuação dos autos abrange mais 40 folhas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1742-1755,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Não consta,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Guerra y Marina . Legajo nº 1.  Assunto: Expediente nº 7. Os senhores D. Juan de Olave e Companhia devem à aduana os direitos de alcabala. 44 delantares. Livro contra-corrente onde constam contas e despesas da Companhia, cópia de uma fatura firmada, estado das escrituras chanceladas e não chanceladas, partidas de ouro e prata. 148 páginas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1800-1802,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Córdoba - Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno. Hacienda. Legajo nº 97.  Assunto: Expediente nº 2512 a 2550. Cobrança de alcabalas nas vendas de trigo, maiz e outros grãos. Comércio entre Províncias.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1781-1802,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguai - Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno.Paraguay - Alcabalas.  Assunto: Tribunal de contas - 1794. Autos sobre alcabalas do Paraguai no ano de 1781 (reconhecida, 1794; contestada, 1800; glosada e concluída, 1801). Tratado maior de contas. Contas de alcabalas do ano de 1781. Real Fazenda, Tesouraria do Paraguai. Livro Real, Manual de Tesouraria. 39 folhas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1802,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Buenos Aires,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno.Paraguay - Alcabalas.  Assunto: Índice dos livros e documentos que acompanham a conta de Alcabalas da Real Casa do paraguai correspondente ao ano de 1783. Expediente do Sr. Bento Gomes de la Fuente, receptor do Real Direiro de Alcabalas para o sr. Administradpr da Real Aduana.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno Interior. Aduana: alcabalas.,651,16,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1781,1,11,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Assunção,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno.Paraguay - Alcabalas.  Assunto: Assunção, 1780. Cadernos de adendos da Receptoria de Alcabalas do Paraguai do ano de 1781. Instrumentos de ""data"" respectivos do receptor da capital. Livro Real do Direito de Alcabala da Provincia do Paraguai - Registro de Partidas.",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Contadoria. Alcabala.,652,17,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1780-1781,1,13,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguai - Santa Fé - Corrientes,Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno.Paraguay - Alcabalas.  Assunto: Contadoria. Cobrança do Real Direito de Alcabala. Vários instrumentos de cargo.,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Contadoria. Alcabala.,652,17,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1781,1,13,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguai,"Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno.Paraguay - Alcabalas.  Assunto: Contadoria. Cobrança do Real Direito de Alcabala. Instrução de cargo. Real Aduana de Buenos Aires: ""Don Francisco Ximenez de Mesa administrador geral da Real Aduana desta capital e alxabalas do Vice-Reinado das Províncias do Rio da Prata. Por lo tocante à Reales almojarifazgos, alcabalas sisa y ramo minicipal de guerra, salga de esta ciudad para lo del Paraguay...""",X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Contadoria. Alcabala.,652,17,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1781,1,13,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Paraguai,Procedência da Documentação: Archivo General de la Nacion Argentina - Division Colonia - Seccion Gobierno.Paraguay - Alcabalas.  Assunto: Instrumento de cargo. 9 comprovantes de cargo de alcabala do Paraguai no ano de 1781.,X,
